"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"639",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,59.5,57,1000.4,8.7,10.7,18.1,25.1,64,51.1,0.1,NA,0,639
"640",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,54.3,51.1,1003.1,7.6,15.7,21,29.9,64,51.1,0.16,NA,0,669
"641",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,54.7,45.9,1006,10,10.7,19,22.9,62.1,45,0,NA,0,515
"642",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,57.6,45.4,999.7,10,13.1,18.1,28.9,62.1,45,0.04,NA,0,515
"643",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,54.1,40.5,1010,10,12,17.1,24.1,61,48.9,0,NA,0,642
"644",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,54.3,48,1017.5,9.9,6.1,9.9,NA,64.9,39.9,0,NA,0,571
"645",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,61.9,59,1013.1,8,9.8,14,NA,66,57.9,0,NA,0,556
"646",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,56.1,45,1012.9,9.4,8.9,15.9,22.9,66,51.1,0,NA,0,626
"647",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,51.3,43.6,1014.8,10,7.9,15,21,61,42.1,0,NA,0,668
"648",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,53,46.9,1009,8.8,18.8,28.9,41,57.9,42.1,0.08,NA,0,656
"649",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,43.5,38.4,1001.3,6.3,32.8,39,55,55,37,1.15,NA,0,532
"650",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,44.6,20.6,1012.6,10,18.9,25.1,35.9,52,37,0.66,NA,0,625
"651",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,52.7,37.7,1019.4,10,6.9,15,22,61,37.9,0,NA,0,538
"652",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,57.7,52.4,1018.3,9.3,11.1,15,NA,62.1,54,0,NA,0,554
"653",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,53.6,48.7,1015.8,9.4,5.6,15,21,63,50,0.02,NA,0,652
"654",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,52.5,46.7,999,7.9,11.7,21,29.9,59,46,0.85,NA,0,641
"655",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,43.9,29.7,1012,10,13.9,20,32.1,55,37,0.03,NA,0,543
"656",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,53.2,42.7,1014,10,9.1,17.1,24.1,59,37,0,NA,0,419
"657",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,48.2,42.2,1019.2,9.6,4,7,NA,59,39,0,NA,0,560
"658",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,51,47.2,1020.7,9.5,8.2,12,NA,59,39,0,NA,1,493
"659",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,56.5,53.5,1012.9,6,5.2,11.1,NA,68,45,0,NA,1,546
"660",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,49.8,41.1,1015.5,8.6,8.4,NA,NA,68,45,0,NA,1,696
"662",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,37,20.6,1021.7,10,10.7,15.9,21,48,32,0.05,NA,0,529
"663",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,38.1,26,1027.1,10,5.6,15.9,22,50,23,0,NA,0,429
"664",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,52.1,48.9,1014.6,6.5,9.5,24.1,35,61,45,0.09,NA,0,666
"666",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,33.6,14.6,1018.3,10,14.4,19,25.1,39,30,0.02,NA,0,633
"667",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,45.7,32.6,1014,9.8,16.1,22.9,31.1,53.1,28.9,0.03,NA,0,635
"668",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,36.8,15.4,1017.4,10,15.8,22,35.9,53.1,32,0,NA,0,677
"669",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,37.1,19.7,1028.3,10,15.9,28,34,48,28,0,NA,0,512
"670",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,52.6,41.5,1021.4,8.9,18.3,26,35,57.9,48,0,NA,0,425
"671",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,54.8,52.5,1014.5,4.5,15.5,27,34,61,46.9,0,NA,0,722
"672",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,56.7,53.5,1014,3.6,11.2,19,26,61,50,0.26,NA,1,599
"673",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,48,41.1,1018,6.7,11.9,32.1,46,59,44.1,0.01,NA,0,742
"674",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,37,30.9,1015.6,9.3,12.6,22,29.9,46,34,0.05,NA,0,444
"675",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,53.2,49,1019.8,7.4,9.8,14,NA,57,39.9,0,NA,0,644
"676",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,42.5,32.4,1033.2,9.9,14.9,19,27,57,39,0.09,NA,0,611
"677",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,51.2,48.4,1022.8,6.1,14.5,20,26,55,39,0.22,NA,0,569
"678",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,43.1,28,1025.4,9.9,11.5,22,31.1,55,37,0.01,NA,0,606
"679",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,39.3,27.7,1034.8,9.8,9.3,14,22.9,46,32,0,NA,0,673
"680",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,48.9,45.2,1026.7,6.8,9.8,18.1,25.1,54,32,0.13,NA,0,628
"681",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.9,34,1027,8,25,35,46,54,35.1,1.96,NA,0,493
"682",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,35.4,24.7,1035.8,10,19.6,29.9,39,45,32,0.67,NA,0,579
"683",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,48.7,45.1,1019.3,5.8,19.6,28,41,57,32,0.03,NA,0,645
"684",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,47.9,44.8,999.6,8.4,8.6,15.9,NA,57,44.1,2.11,NA,0,649
"685",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,40.8,33.7,1003,9.5,19.3,26,33,48.9,37.9,0.05,NA,0,669
"686",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,37,27.8,1010.7,10,8.2,14,19,42.1,33.1,0.04,NA,0,687
"687",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,36.9,27.7,1009.8,9.9,9.8,14,20,39.9,33.1,0,NA,0,594
"688",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,39,30.1,1008.6,10,10.9,15.9,NA,42.8,36,0,NA,0,439
"689",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,37.8,31.6,1014.5,9.9,5.8,11.1,NA,44.6,32,0,NA,0,720
"690",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,44,37,1019.7,9.6,4.2,8,NA,48,33.1,0,NA,0,645
"692",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,42.4,32.2,1008,10,14.1,19,28.9,52,39,0,NA,0,621
"693",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,37.3,26.2,1012.9,10,9.6,15.9,NA,46,34,0,NA,0,652
"694",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,38.2,30.8,1020.7,10,8.3,12,15.9,43,34,0,NA,0,505
"695",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.4,34,1024.2,9.8,7.1,9.9,NA,46,36,0.06,NA,0,409
"696",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,42.9,37.4,1026.3,9.7,7.5,15,20,48.9,37,0,NA,0,566
"697",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,47.4,44.2,1022,6.6,11.1,15,22,51.1,37,0.03,NA,0,732
"698",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,50.7,49.2,1015.7,2.1,10.2,18.1,24.1,55.9,45,0.55,NA,1,519
"699",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,44.8,33.5,1018.9,10,10.4,15.9,21,57.9,39,0.2,NA,0,446
"700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,43.7,36.4,1021.8,10,7.4,11.1,NA,51.1,37.9,0,NA,0,406
"701",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,41.2,27.8,1017.9,9.9,8.4,12,18.1,51.1,36,0.01,NA,0,411
"702",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,32.1,15.4,1024.3,10,11.9,15.9,25.1,44.1,27,0,NA,0,469
"703",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,26.9,8.3,1025.3,9.9,7.5,12,NA,37,21.9,0,NA,0,461
"704",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,NA,0,442
"705",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,NA,0,456
"706",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,NA,0,498
"707",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,20.8,5.2,1025.2,8.8,10.3,21,31.1,28,19,0,NA,0,777
"708",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,22.6,10.2,1011.8,9.4,12.1,26,35.9,27,17.1,0,NA,0,538
"709",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,13.1,-2.4,1022.7,9.9,14.8,21,29.9,27,6.1,0,NA,0,573
"710",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,35.2,22.5,1018.1,9.5,21,38.1,49,46,26.1,0,NA,0,751
"711",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,NA,0,481
"712",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,40.9,35.6,1028.3,7.7,6.3,14,29.9,52,21,0,NA,1,580
"713",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,NA,0,613
"714",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,32.1,24,1031.2,8,9.6,13,22.9,37,26.1,0.15,NA,0,506
"715",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,NA,0,548
"716",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,NA,0,563
"717",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,20.2,1.9,1023.6,10,13.3,21,31.1,39.9,15.1,0,NA,0,495
"718",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,NA,0,496
"719",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,35.7,23.4,1009.5,10,13.1,20,26,44.1,33.1,0.03,NA,0,500
"720",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,32.3,17.7,1018.1,10,7.9,13,NA,39,25,0,NA,0,495
"721",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,35.5,30.5,1021,8.4,8.4,12,NA,39,25,0.13,NA,0,508
"722",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,31.6,20.4,1022.8,10,10.4,15.9,NA,39,27,0.09,NA,0,598
"723",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,NA,0,428
"724",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,36.5,26.7,1000.4,9.4,16,22,32.1,45,33.1,0.9,NA,0,406
"725",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,NA,0,484
"726",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,NA,0,458
"727",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,29.2,20.9,1022.9,10,8.5,13,20,36,19,0,NA,0,519
"728",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,35.1,31.1,1012.2,8.4,8.1,15,NA,41,23,0,NA,0,622
"729",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,24.5,12.9,1006.9,7.8,20.3,27,36.9,34,17.1,0.06,NA,0,526
"730",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,33.1,27.4,1014.4,5.7,12.8,27,36.9,46,19.9,0,NA,1,680
"731",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,21,11.7,1016.9,9.3,17.6,33,42.9,46,14,0.86,NA,0,740
"732",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,28.1,18.4,1024.9,10,7.6,12,NA,39.9,14,0,NA,0,585
"733",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,NA,1,569
"734",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,NA,0,652
"735",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,27.4,16,1019.2,9.5,10.3,15.9,NA,33.1,10.9,0,NA,0,449
"737",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,NA,0,571
"738",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,NA,0,610
"740",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,NA,0,757
"741",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,20.6,8.9,1016.8,8.6,8.4,21,NA,33.1,8.1,0,NA,1,436
"742",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,25.7,21,996.7,4.6,19.6,41,55.9,34,8.1,0.04,NA,1,454
"743",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,10.7,-4.6,1010.9,8.6,22.7,29.9,42.9,32,1.9,0,NA,0,402
"744",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,NA,0,620
"745",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,30.6,24.5,1010.4,10,8.8,13,NA,36,16,0,NA,0,626
"746",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,27,19.7,1003.6,6.9,11,25.1,32.1,36,19.9,0,NA,0,515
"747",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,14.1,-0.8,1013.5,9.5,18.8,24.1,32.1,19,8.6,0.01,NA,0,621
"748",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,21.9,10.6,1031.6,10,8.5,15.9,NA,37,3.9,0,NA,0,517
"749",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,NA,1,519
"750",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,NA,1,574
"751",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,NA,0,580
"752",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,NA,0,628
"753",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,NA,1,539
"754",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,24.2,12.2,1023.7,10,9.3,15.9,NA,30.9,19.9,0,NA,0,703
"755",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,22.2,9.9,1037.3,10,7.2,11.1,15,28,16,0,NA,0,538
"756",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,23.1,14.2,1037.5,9.1,5.1,8.9,NA,30.9,10,0,NA,0,693
"757",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,33.4,27.2,1016.1,6.8,10.9,20,28,36,30.2,0.36,NA,0,650
"758",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,27,10.3,1026.1,10,10.8,15.9,21,36,23,0.12,NA,0,631
"759",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,36.1,33.8,1009.2,3.1,14.8,20,28,41,23,0.31,NA,1,574
"760",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,25,15.9,1023.3,9.9,10.9,21,28.9,33.1,12,0,NA,0,578
"761",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,33.8,28,1016.9,9.2,8,17.1,27,39,14,0,NA,0,464
"762",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,35.6,26.1,1020.1,9.6,9.5,20,25.1,44.1,24.1,0,NA,0,661
"763",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,36.5,30.3,1025.5,9.9,6,13,NA,44.1,24.1,0,NA,0,584
"764",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,42.1,38.5,1012.8,5,12.3,19,25.1,48,28,0.55,NA,1,565
"765",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,38.1,21.9,1020.9,10,14.1,22.9,31.1,48,33.1,0.25,NA,0,586
"767",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,38.7,33.3,1025.1,5.8,10.8,21,28,46,26.1,0,NA,1,507
"768",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,38.5,33.8,1002.5,7,12.3,21,28.9,46,30.9,1.16,NA,0,459
"769",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,32.9,18.5,1011.1,9,17.1,27,39,43,28,0.01,NA,0,529
"770",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,38.6,34.1,1003.7,7.9,10.1,27,39,46.9,28,0.01,NA,0,528
"771",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,31,3.9,1009,10,21.1,29.9,44.1,46.9,28,0.19,NA,0,547
"772",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,27.6,-1.5,1020.8,10,18.3,26,35,35.1,21.9,0,NA,0,582
"773",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,30.3,13.2,1027.2,9,6.3,13,15.9,35.1,21.9,0,NA,0,570
"774",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,34.2,31,1016.6,7,8.5,13,NA,41,21.9,0.02,NA,0,507
"775",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,35.1,18.8,1011.9,9.4,15.7,25.1,33,41,21,0.13,NA,0,432
"776",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,27.2,1.4,1019.5,10,14.9,22,32.1,37.9,21,0,NA,0,586
"777",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,31.4,16.3,1024.7,10,6.7,11.1,NA,37.9,21,0,NA,0,601
"778",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,33.6,24.1,1028.8,9.9,6.7,11.1,NA,44.1,24.1,0,NA,0,538
"779",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,42.6,39.7,1016.9,4.2,12.8,18.1,27,46.9,27,0.02,NA,1,525
"780",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,42.4,40,1004.3,5.1,13.1,20,31.1,48.9,37.9,0.44,NA,1,532
"781",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,37.4,34.5,1005.4,7.8,12.7,20,28,39,33.8,0.24,NA,0,459
"782",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,34.9,23.9,1019.2,9.5,10.6,18.1,22.9,39.9,28.9,0.19,NA,0,505
"783",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,36.8,28.3,1014.8,9.8,11,14,20,44.1,27,0,NA,0,556
"784",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,39.4,31.2,1008,9.8,13.6,20,26,46,33.1,0,NA,0,628
"785",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,37.9,24.8,1012.3,9.8,11.5,21,26,46,34,0.01,NA,0,648
"786",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,37.1,27.6,1022.3,9.9,7,15.9,NA,46.9,24.1,0,NA,0,653
"787",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,45,41.6,1012.8,5.9,14.6,19,22,48,42.1,0,NA,0,491
"788",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,47.3,39.1,1004.1,4.8,13.7,26,35,57,41,0.27,NA,1,507
"789",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,41.6,27.3,1020.4,10,12.5,18.1,25.1,57,34,0.05,NA,0,422
"790",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,43.2,36.1,1026.3,9.5,6.8,13,NA,51.1,32,0,NA,1,510
"791",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,44.2,40.5,1024,8.6,9.3,18.1,21,51.1,32,0.12,NA,0,452
"792",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,41.2,34.2,1028.3,10,14.8,22,28,48,39,0.06,NA,0,457
"793",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,39.4,35.5,1024.6,4.5,18.7,24.1,33,46.9,37,0.18,NA,0,452
"794",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,43.9,41.7,1015.2,3.6,9.4,21,27,53.1,37,0.01,NA,1,486
"795",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,NA,1,576
"796",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,NA,0,443
"797",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,45,38.2,1027.8,10,9.1,12,NA,54,32,0,NA,0,554
"798",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,49.8,46.3,1021.3,8.9,10.2,20,29.9,54,37.9,0,NA,0,542
"799",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,50.6,35.8,1019.2,8.3,6.9,19,27,62.1,37.9,0.03,NA,1,595
"800",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.4,28.5,1029.7,10,8.6,13,17.1,62.1,37.9,0,NA,0,560
"801",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,NA,1,679
"802",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,51.9,45.2,1012.7,7.3,7.7,14,NA,64,41,0.12,NA,1,605
"803",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,46.3,37.4,1022,9.9,11,20,27,64,39.9,0,NA,0,471
"804",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,45.2,40.7,1019.6,8.5,16.2,28.9,38.1,52,39.9,0,NA,0,630
"805",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,51.5,48.6,1004,3.6,14.3,26,35,55.9,39.9,0.32,NA,1,645
"806",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,NA,0,568
"807",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.9,37.6,1003.6,9.8,13.4,22,28.9,57,37.9,0.13,NA,0,612
