"","day","temp","dewp","NUM_COLLISIONS"
"133",5,73.9,71.4,1.80065680109911
"134",1,68.3,65.9,0.394604448493907
"135",2,72.1,70,0.129311551775945
"136",3,74.9,71.6,0.129311551775945
"137",4,67.7,62.8,-0.719625717721536
"138",5,66.1,64.4,0.739485214227258
"139",1,69.2,67.1,0.474192317509296
"140",2,71.2,64.3,0.30175193464262
"141",3,70.6,62.6,-0.109452055270222
"142",4,68.9,64.7,1.08436597996061
"143",5,69.7,66,0.858867017750341
"144",1,68.1,54.5,-0.215569213957407
"145",2,66.2,54.5,-0.242098503629203
"146",3,64.5,55.9,-0.706361072885637
"147",4,67.8,64,-0.162510634613814
"148",5,70.7,68.8,0.23542871046313
"149",1,68.2,63.2,-0.560449979690758
"150",2,67.8,66.7,-0.12271670010612
"151",3,68.4,59.6,0.805808438406749
"152",4,67.2,52.7,0.500721607181092
"153",5,67.4,59.7,1.54862854921704
"154",1,65.5,60.8,-1.31653473533695
"155",2,71,64.7,-0.255363148465101
"156",3,70.3,66.7,0.00992974825286138
"157",4,70.5,68.9,0.222164065627231
"158",5,70.6,65,0.991513466109323
"159",1,68.3,64.1,-0.533920690018962
"160",2,68,66.6,-0.732890362557434
"161",3,66.4,64.6,-1.05124183861899
"162",4,65.7,63.7,0.142576196611843
"163",5,65,59.2,0.500721607181092
"164",1,70.8,68.7,-1.72773872524979
"165",2,70.1,69,-0.135981344942018
"166",3,68.5,61.9,0.567044831360583
"167",4,67.4,62.1,-0.905330745424109
"168",5,60.3,47.8,-0.494126755511267
"169",1,59.8,42.5,0.93845488676573
"170",2,65.5,57.5,0.898660952258036
"171",3,69.9,66.8,0.195634775955435
"172",4,70.2,67.6,1.77412751142731
"173",5,69.1,67,1.20374778348369
"174",1,62.4,54.8,0.116046906940046
"175",2,56.1,43.1,0.87213166258624
"176",3,56.1,42.7,0.129311551775945
"177",4,62.4,54.6,-0.33495101748049
"178",5,62.6,58.5,0.925190241929832
"179",1,57.5,44.9,1.32312958700678
"180",2,54.5,42.7,0.712955924555462
"181",3,55.3,45.3,-0.295157082972796
"182",4,56.8,46.4,-0.600243914198452
"183",5,58.1,51.2,-0.109452055270222
"184",1,59.5,54.3,0.580309476196481
"185",2,62.1,51.8,0.72622056939136
"186",3,64.8,58.1,1.1374245593042
"187",4,65.8,56.3,0.381339803658009
"188",5,62.8,57.5,1.28333565249908
"189",1,65.7,62.3,0.752749859063156
"190",2,61.5,51.6,0.169105486283639
"191",3,56.4,44.3,-0.427803531331777
"192",4,58.4,52.6,-0.029864186254833
"193",5,60.6,56.6,0.792543793570851
"194",1,51.5,44,-1.60835692172671
"195",2,53.9,47.3,0.712955924555462
"196",3,57.5,55.4,-0.175775279449712
"197",4,59.4,57.4,0.169105486283639
"198",5,62.3,57,1.57515783888884
"199",1,54.4,41.1,0.72622056939136
"200",2,59.1,52.4,-0.281892438136897
"201",3,52.5,44.6,-0.0431288310907311
"202",4,48.4,34.5,0.93845488676573
"203",5,48,30.2,1.1374245593042
"204",1,50.7,33,0.779279148734953
"205",2,47.5,34.1,0.51398625201699
"206",3,46.8,38.6,-0.0431288310907311
"207",4,54.8,50.9,0.712955924555462
"208",5,62.3,59.7,1.97309718396578
"209",1,42,26,1.28333565249908
"210",2,43.5,30.4,-0.679831783213841
"211",3,46.5,41.4,0.978248821273425
"212",4,57.8,55.7,1.1241599144683
"213",5,47.1,32,1.60168712856064
